date,account_id,active_flows,successful_runs,failed_runs,error_rate,p95_runtime_sec,dashboard_views,product_events,open_support_tickets,arr_at_risk,expansion_signal,data_quality_score,metric_freshness_hours,certified_metric_coverage
2026-03-13,ACC011,30,5682,135,0.0234,62.7,28,1486,0,14225,16861,93.3,8.1,68.6
2026-03-13,ACC012,2,1511,31,0.0204,46.6,12,60,2,1825,222,84.7,9.0,81.0
2026-03-13,ACC013,4,1119,2,0.002,34.6,13,366,0,124,2146,99,3.0,74.6
2026-03-13,ACC014,43,10708,535,0.0476,37.3,41,4462,1,61278,49444,78.7,13.1,80.0
2026-03-13,ACC015,24,5172,10,0.002,45.5,31,1353,0,1526,21128,96.5,4.4,75.1
2026-03-13,ACC016,12,2252,126,0.0532,67.1,13,521,2,19563,7117,81.9,11.9,64.2
2026-03-13,ACC017,9,935,59,0.0602,58.7,17,297,3,5253,2170,82.7,11.5,67.7
2026-03-13,ACC018,7,1480,69,0.0449,52.3,20,270,2,3874,1268,81.3,11.4,75.0
2026-03-13,ACC019,12,2274,181,0.0739,61.9,14,578,1,18839,6265,77.4,11.9,62.9
2026-03-13,ACC020,8,1258,69,0.0522,79.5,13,679,0,3818,4183,87.7,9.2,75.2
2026-03-13,ACC021,50,12238,382,0.0303,47.9,60,4017,0,46239,53077,90.6,5.7,71.9
2026-03-13,ACC022,28,5746,153,0.0261,52.4,27,1141,0,14211,11450,93.9,5.0,67.4
2026-03-13,ACC023,51,11769,754,0.0602,64.2,50,3446,1,74881,34501,73.5,12.7,71.1
2026-03-13,ACC024,14,2192,4,0.002,57.8,16,382,0,627,5781,96.4,2.8,81.0
2026-03-13,ACC025,15,2078,98,0.0452,46.9,21,477,4,16568,5482,74.2,13.9,77.8
2026-03-13,ACC026,17,2440,62,0.0251,69.7,18,729,0,5768,7280,95.2,5.5,62.5
2026-03-13,ACC027,27,5367,212,0.0381,54.5,39,1406,1,23701,14551,83.9,11.7,73.7
2026-03-13,ACC028,50,10333,490,0.0453,29.3,44,1531,0,61811,21410,84.6,4.0,66.7
2026-03-13,ACC029,11,2592,28,0.0108,62.9,14,1393,0,3161,16665,88.2,5.5,77.9
2026-03-13,ACC030,28,5956,80,0.0133,68.5,24,238,0,11506,3664,87.3,4.0,67.3
2026-03-13,ACC031,11,1441,35,0.0241,55.7,23,243,0,1346,996,90.1,7.8,67.5
2026-03-13,ACC032,30,6476,161,0.0243,50.0,29,845,3,30516,9263,86.7,14.2,72.0
2026-03-13,ACC033,4,1043,7,0.0074,41.0,4,344,0,396,1871,95.2,2.5,79.2
2026-03-13,ACC034,8,891,29,0.032,49.2,10,159,0,1885,1112,85.8,8.9,69.1
2026-03-13,ACC035,26,5795,14,0.0025,75.1,29,1922,0,1580,22131,94.8,1,78.0
2026-03-13,ACC036,22,2473,165,0.0626,45.4,27,405,2,19498,4405,78.4,10.7,67.8
2026-03-13,ACC037,12,2984,143,0.0457,67.0,22,927,1,15217,9481,80.2,8.9,62.1
2026-03-13,ACC038,10,854,32,0.0365,42.5,11,230,1,3713,2431,88.6,10.1,78.7
2026-03-13,ACC039,27,4985,351,0.0658,65.9,36,1859,2,49273,24336,73.5,11.7,68.0
2026-03-13,ACC040,29,5231,125,0.0233,61.0,38,1082,1,23691,17066,89.6,5.5,72.9
2026-03-13,ACC041,16,2452,140,0.0543,48.0,21,98,0,17343,1352,80.4,9.6,69.9
2026-03-13,ACC042,13,2416,89,0.0359,65.7,23,631,3,9573,4637,83.2,10.0,77.6
2026-03-13,ACC043,30,5602,11,0.002,61.0,32,751,0,1371,9730,94.3,4.0,91.4
2026-03-13,ACC044,30,5345,10,0.002,35.7,35,1262,0,1030,12870,97.1,8.7,88.5
2026-03-13,ACC045,54,10479,21,0.002,38.8,53,483,0,2188,5339,87.6,4.5,86.1
2026-03-14,ACC001,14,2043,94,0.044,50.2,26,532,3,20826,8810,84.2,8.5,82.4
2026-03-14,ACC002,43,10010,400,0.0385,54.8,45,2721,3,92446,44590,84.5,9.6,82.3
2026-03-14,ACC003,4,787,18,0.0234,28.7,5,341,0,1858,3640,87.3,5.0,86.5
2026-03-14,ACC004,49,9488,19,0.002,35.3,42,2993,0,3023,50488,93.0,2.5,76.1
2026-03-14,ACC005,12,1911,52,0.0269,48.0,20,295,2,9251,3685,83.7,8.5,82.6
2026-03-14,ACC006,16,2150,39,0.0182,31.9,15,223,0,3565,2155,88.1,9.3,86.4
2026-03-14,ACC007,47,9429,801,0.0784,96.0,38,2289,3,120210,31044,80.0,17.9,56.8
2026-03-14,ACC008,17,1933,5,0.0029,36.6,26,77,0,924,1366,96.0,6.6,74.8
2026-03-14,ACC009,8,1020,2,0.002,51.2,12,308,0,124,1983,93.6,4.3,79.6
2026-03-14,ACC010,30,5981,17,0.003,31.9,33,239,0,1825,2596,99,3.0,70.9
2026-03-14,ACC011,29,4520,10,0.0023,41.4,39,1166,3,14318,16632,87.8,7.9,77.0
2026-03-14,ACC012,6,1449,19,0.0134,53.3,16,214,1,1078,826,91.8,6.6,78.6
2026-03-14,ACC013,5,1081,2,0.002,38.9,9,301,1,561,1827,91.1,4.1,78.9
2026-03-14,ACC014,47,10652,340,0.031,55.9,56,3800,2,50573,42329,88.6,6.7,67.9
2026-03-14,ACC015,25,4026,8,0.002,63.0,34,1062,0,1526,21305,96.0,5.8,86.2
2026-03-14,ACC016,10,2044,106,0.0495,69.3,21,570,3,20548,8579,77.0,11.8,69.2
2026-03-14,ACC017,8,807,50,0.0591,68.4,10,325,2,4723,2751,79.1,11.8,71.4
2026-03-14,ACC018,6,1025,54,0.0505,84.8,16,161,2,4245,1092,83.9,13.6,80.8
2026-03-14,ACC019,13,2369,92,0.0376,57.0,22,533,1,10389,5546,81.0,10.4,59.4
2026-03-14,ACC020,11,952,54,0.0543,70.6,21,514,0,3971,4184,82.6,10.0,69.6
2026-03-14,ACC021,45,8995,354,0.038,44.2,45,2614,4,101096,46991,81.6,14.2,66.6
2026-03-14,ACC022,27,4944,104,0.0208,50.1,37,890,1,15164,10380,88.0,4.6,71.4
2026-03-14,ACC023,50,8870,492,0.0526,80.9,60,2193,2,74255,29132,84.0,11.6,77.2
2026-03-14,ACC024,16,2051,31,0.0151,49.8,22,460,3,11371,7441,88.2,9.1,85.3
2026-03-14,ACC025,9,1646,73,0.0428,50.0,12,230,0,9644,3337,83.8,10.3,82.2
2026-03-14,ACC026,18,2206,102,0.0445,66.1,21,661,0,10240,7301,80.3,10.0,70.5
2026-03-14,ACC027,28,5172,151,0.0285,57.2,35,1573,1,18630,16893,84.4,8.2,74.1
2026-03-14,ACC028,51,10160,281,0.027,72.9,45,1319,0,36821,18759,90.9,9.8,75.3
2026-03-14,ACC029,10,2171,4,0.002,51.9,18,1172,0,586,16740,90.9,1,85.3
2026-03-14,ACC030,29,4465,33,0.0074,35.8,30,178,0,6392,3655,98.8,6.1,70.1
2026-03-14,ACC031,10,1077,15,0.0138,33.2,15,231,2,1558,1267,87.2,6.7,66.5
2026-03-14,ACC032,27,5548,168,0.0295,46.4,38,1126,0,19756,14408,89.6,4.0,73.8
2026-03-14,ACC033,8,796,1,0.002,43.2,18,264,0,107,1882,93.9,1.6,73.0
2026-03-14,ACC034,11,715,16,0.0224,69.9,14,96,0,1321,837,87.5,2.8,65.8
2026-03-14,ACC035,25,5532,11,0.002,35.5,29,1728,2,10157,20843,90.4,8.9,85.9
2026-03-14,ACC036,20,1713,91,0.0509,81.6,19,273,1,14710,4286,83.7,10.0,70.0
2026-03-14,ACC037,11,2225,72,0.0317,35.8,14,707,1,11170,9698,89.8,9.0,69.0
2026-03-14,ACC038,8,769,38,0.048,32.6,12,225,0,4088,2641,84.6,11.0,81.8
2026-03-14,ACC039,28,5017,215,0.0411,52.6,31,1942,3,38383,25260,77.3,13.5,66.3
2026-03-14,ACC040,29,4657,172,0.0357,40.1,26,534,2,38795,9461,85.1,10.1,64.9
2026-03-14,ACC041,17,1974,77,0.0376,53.4,20,78,1,14269,1337,80.8,5.8,71.3
2026-03-14,ACC042,8,2050,69,0.033,44.9,14,521,3,9083,4512,81.4,9.2,78.1
2026-03-14,ACC043,31,4329,32,0.0074,54.7,34,947,1,9941,15877,94.6,9.6,81.6
2026-03-14,ACC044,27,4028,8,0.002,45.7,38,1040,0,1030,14074,92.5,6.2,76.5
2026-03-14,ACC045,51,10548,21,0.002,29.6,50,421,0,2188,4623,99,1.6,80.8
2026-03-15,ACC001,12,2092,107,0.0487,48.0,23,138,1,17827,2232,85.2,10.9,74.0
2026-03-15,ACC002,44,10197,608,0.0563,68.6,42,2615,2,109097,42067,76.3,13.6,74.5
2026-03-15,ACC003,5,862,8,0.0101,54.9,4,405,3,2482,3947,88.0,10.0,88.4
2026-03-15,ACC004,48,10665,21,0.002,42.0,47,2360,0,3023,35417,96.0,2.3,80.2
2026-03-15,ACC005,12,2212,75,0.0329,46.0,5,382,0,7423,4123,87.1,4.7,75.4
2026-03-15,ACC006,14,2138,24,0.0111,40.4,16,274,0,2180,2662,97.0,7.1,79.6
2026-03-15,ACC007,47,10024,842,0.0775,72.6,41,2294,3,119164,29265,77.1,16.9,66.6
2026-03-15,ACC008,17,1804,45,0.0247,52.3,20,72,2,12584,1368,89.4,6.7,74.0
2026-03-15,ACC009,10,990,1,0.002,55.1,5,237,1,562,1572,99.0,6.4,81.9
2026-03-15,ACC010,28,5868,11,0.002,40.9,24,630,1,5558,6975,97.5,4.9,81.0
2026-03-15,ACC011,32,4697,13,0.0029,69.7,27,1609,0,1743,22085,94.4,2.8,77.4
2026-03-15,ACC012,8,1136,8,0.0075,41.2,9,71,0,396,350,98.1,8.0,75.2
2026-03-15,ACC013,6,1010,2,0.002,26.9,9,320,0,124,2078,90.1,4.2,92.7
2026-03-15,ACC014,45,9045,266,0.0286,60.3,43,3913,0,32038,51332,89.8,3.8,72.8
2026-03-15,ACC015,27,4683,9,0.002,55.5,26,1209,1,6910,20851,99,9.0,72.2
2026-03-15,ACC016,17,2343,157,0.0629,73.2,20,564,3,24414,7405,73.1,13.9,64.1
2026-03-15,ACC017,8,655,26,0.0394,53.9,16,243,3,3910,2534,85.1,13.0,79.2
2026-03-15,ACC018,6,1241,66,0.0509,62.0,15,199,1,3806,1115,78.5,9.0,75.4
2026-03-15,ACC019,13,2306,147,0.06,82.9,17,607,1,15618,6488,81.1,8.9,74.6
2026-03-15,ACC020,10,1067,36,0.0335,71.9,11,576,3,4003,4184,90.6,9.4,72.3
2026-03-15,ACC021,47,8767,569,0.061,74.5,44,2337,1,103968,43104,80.8,11.2,72.8
2026-03-15,ACC022,24,5512,117,0.0208,54.7,29,727,1,15194,7605,94.1,10.6,75.3
2026-03-15,ACC023,49,8947,587,0.0616,45.8,46,2971,1,76422,39127,80.3,14.6,68.6
2026-03-15,ACC024,14,2028,4,0.002,58.2,21,366,0,627,5987,99,1.0,89.5
2026-03-15,ACC025,11,1707,71,0.04,63.8,17,317,3,13796,4435,82.6,12.3,74.1
2026-03-15,ACC026,15,1995,84,0.0408,68.8,16,604,1,11021,7377,87.1,11.6,75.8
2026-03-15,ACC027,28,4833,151,0.0304,66.7,30,1603,0,15928,18422,89.5,9.1,76.4
2026-03-15,ACC028,48,10355,425,0.0394,52.3,42,1478,0,53824,20625,83.7,7.5,77.3
2026-03-15,ACC029,12,2185,4,0.002,36.4,25,1178,0,586,16718,96.2,6.7,87.7
2026-03-15,ACC030,26,4697,70,0.0148,53.8,26,187,0,12847,3651,90.8,3.1,73.0
2026-03-15,ACC031,12,1327,2,0.002,54.6,21,272,0,112,1211,92.5,2.4,86.4
2026-03-15,ACC032,30,5585,11,0.002,54.6,31,1136,0,1341,14440,92.7,4.4,76.2
2026-03-15,ACC033,9,920,1,0.002,38.1,5,279,1,485,1721,93.4,4.8,71.1
2026-03-15,ACC034,10,759,29,0.037,57.3,9,99,1,2595,813,87.0,4.7,74.3
2026-03-15,ACC035,25,5089,13,0.0027,50.4,26,1307,0,1726,17137,89.8,1.0,83.6
2026-03-15,ACC036,19,1827,114,0.0589,44.5,19,328,2,18542,4829,82.2,10.2,64.0
2026-03-15,ACC037,12,2137,138,0.0607,62.7,5,692,1,19520,9883,80.6,10.5,72.0
2026-03-15,ACC038,6,697,34,0.0466,66.0,9,217,1,4574,2810,83.3,9.4,73.2
2026-03-15,ACC039,21,5517,315,0.0541,60.3,27,1759,1,37704,20806,79.5,10.1,66.5
2026-03-15,ACC040,30,5294,231,0.0419,83.2,34,781,0,32638,12172,86.5,5.7,83.3
2026-03-15,ACC041,15,2120,105,0.0473,67.2,19,84,1,17383,1341,85.4,7.4,73.1
2026-03-15,ACC042,15,2332,58,0.0246,56.7,15,591,0,4123,4500,89.2,6.2,87.2
2026-03-15,ACC043,32,5729,26,0.0047,21.7,33,879,1,8049,11136,89.9,7.2,79.9
2026-03-15,ACC044,25,4330,8,0.002,44.8,25,1029,0,1030,12954,95.5,4.3,88.4
2026-03-15,ACC045,51,10222,20,0.002,45.9,42,408,0,2188,4623,92.0,5.5,75.4
2026-03-16,ACC001,20,2714,138,0.0487,64.5,35,463,1,17814,5772,80.9,11.1,74.1
2026-03-16,ACC002,45,10960,452,0.0397,57.2,43,3305,0,61448,49466,87.7,4.6,71.5
2026-03-16,ACC003,7,1020,22,0.0216,34.4,15,394,0,1714,3245,96.0,3.5,84.5
2026-03-16,ACC004,49,11268,22,0.002,39.9,42,2733,0,3023,38819,90.6,1,67.0
2026-03-16,ACC005,10,2217,34,0.0151,40.6,21,332,0,3407,3575,90.1,7.1,89.7
2026-03-16,ACC006,15,2432,72,0.0289,57.1,30,271,2,8432,2315,80.4,8.2,74.7
2026-03-16,ACC007,50,10960,873,0.0738,80.6,50,2628,1,97676,30662,72.3,14.6,64.5
2026-03-16,ACC008,19,2686,40,0.0148,40.2,19,261,0,4801,3331,86.6,5.1,74.2
2026-03-16,ACC009,8,1210,2,0.002,46.9,23,325,0,124,1764,93.2,1,74.5
2026-03-16,ACC010,31,5866,11,0.002,37.1,29,234,0,1227,2592,97.1,3.5,69.7
2026-03-16,ACC011,33,5678,52,0.0091,56.6,32,1881,0,5542,21358,94.6,4.0,78.8
2026-03-16,ACC012,2,1357,2,0.002,47.7,8,111,0,106,458,96.3,5.6,77.9
2026-03-16,ACC013,3,1281,2,0.002,45.9,3,528,0,124,2704,90.8,4.4,81.2
2026-03-16,ACC014,45,10299,407,0.0381,59.2,47,3494,2,58503,40255,82.7,10.9,70.6
2026-03-16,ACC015,22,5498,11,0.002,36.6,23,1690,2,12294,24826,91.9,3.5,73.1
2026-03-16,ACC016,12,2390,80,0.0325,33.6,14,816,0,9438,10504,93.8,11.1,77.5
2026-03-16,ACC017,10,746,23,0.0308,44.6,4,244,0,1990,2234,86.0,4.4,77.4
2026-03-16,ACC018,11,1292,59,0.044,80.3,17,199,2,3817,1071,80.1,13.4,69.3
2026-03-16,ACC019,14,2314,152,0.0617,50.2,22,679,2,17642,7233,74.0,14.8,72.4
2026-03-16,ACC020,10,1182,60,0.0488,87.2,16,638,0,3569,4183,85.2,6.4,68.1
2026-03-16,ACC021,51,10327,598,0.0548,75.9,44,2311,1,94477,36186,78.2,10.2,68.8
2026-03-16,ACC022,21,5817,145,0.0243,58.3,26,1009,1,17094,10002,85.7,9.3,76.5
2026-03-16,ACC023,52,11336,587,0.0493,55.0,49,3086,4,86238,32076,72.0,13.8,63.1
2026-03-16,ACC024,10,2460,4,0.002,18,14,471,0,627,6352,90.9,3.2,94.2
2026-03-16,ACC025,14,2167,125,0.0546,64.4,23,564,2,15494,6216,79.9,12.7,75.0
2026-03-16,ACC026,18,2202,39,0.0178,55.2,23,678,0,4101,7503,95.3,9.1,79.2
2026-03-16,ACC027,28,5705,195,0.0331,36.6,27,1648,2,24782,16045,76.9,11.7,74.5
2026-03-16,ACC028,47,9690,366,0.0365,67.4,47,1589,1,59399,23696,88.9,10.2,72.2
2026-03-16,ACC029,9,2518,5,0.002,51.8,14,1326,1,2653,16330,89.2,9.3,86.5
2026-03-16,ACC030,30,5665,11,0.002,51.4,30,226,0,1732,3658,99,5.0,74.0
2026-03-16,ACC031,10,1154,13,0.0116,42.1,25,257,1,1041,1315,86.6,6.0,68.1
2026-03-16,ACC032,28,6506,228,0.0339,43.3,20,1089,1,27492,11883,86.9,6.0,63.9
2026-03-16,ACC033,7,987,1,0.002,39.1,15,308,0,107,1770,95.8,3.5,88.8
2026-03-16,ACC034,10,778,35,0.0433,67.6,11,76,0,2545,609,86.0,11.0,67.6
2026-03-16,ACC035,27,5943,85,0.0142,70.0,43,1897,0,8952,21299,97.5,1,69.4
2026-03-16,ACC036,20,2204,130,0.0557,76.2,26,461,3,19535,5626,77.0,11.3,72.8
2026-03-16,ACC037,13,2789,152,0.052,71.1,12,806,1,17011,8820,84.7,11.0,68.0
2026-03-16,ACC038,8,819,28,0.0339,38.8,10,233,1,3495,2568,89.6,9.0,82.7
2026-03-16,ACC039,25,5243,270,0.0491,53.7,23,1464,4,47656,18222,79.9,10.8,69.0
2026-03-16,ACC040,30,5465,180,0.032,68.2,30,970,1,30400,14645,87.5,7.3,74.7
2026-03-16,ACC041,15,2648,96,0.0353,57.3,17,105,2,15801,1342,82.7,7.8,68.5
2026-03-16,ACC042,14,2467,114,0.0443,71.0,23,680,1,8609,4894,84.6,10.1,79.1
2026-03-16,ACC043,32,6091,12,0.002,41.5,41,960,1,6209,11439,92.6,7.9,85.1
2026-03-16,ACC044,31,5860,11,0.002,48.0,33,1133,0,1030,10539,96.3,4.3,93.4
2026-03-16,ACC045,52,11227,22,0.002,32.7,40,449,0,2188,4632,96.5,4.6,85.7
2026-03-17,ACC001,15,2567,111,0.0417,60.6,24,243,1,15577,3203,84.6,6.8,77.3
2026-03-17,ACC002,48,10145,544,0.051,82.8,46,3029,1,89913,48977,81.0,5.2,77.0
2026-03-17,ACC003,5,1123,29,0.026,43.3,13,454,0,2059,3396,86.1,8.5,84.9
2026-03-17,ACC004,50,10444,20,0.002,57.0,48,3058,0,3023,46863,93.1,6.9,76.7
2026-03-17,ACC005,12,2284,30,0.013,33.8,23,441,0,2929,4609,88.9,1.4,86.4
2026-03-17,ACC006,13,2115,28,0.0135,39.9,18,210,1,4034,2063,93.9,7.0,79.2
2026-03-17,ACC007,52,10691,924,0.0796,80.6,51,2818,2,113220,33707,75.8,11.8,70.3
2026-03-17,ACC008,16,2424,4,0.002,45.5,24,327,0,648,4625,94.1,1.3,83.8
2026-03-17,ACC009,8,1299,2,0.002,54.6,14,368,0,124,1860,93.1,8.0,72.7
2026-03-17,ACC010,26,5880,64,0.0108,62.3,23,502,0,6618,5547,95.2,5.6,81.0
2026-03-17,ACC011,31,5627,76,0.0134,63.1,30,1963,2,16733,22491,91.4,6.8,75.3
2026-03-17,ACC012,6,1347,20,0.0149,39.7,19,101,0,790,419,90.9,1,77.9
2026-03-17,ACC013,9,1396,2,0.002,46.2,14,543,0,124,2552,95.3,7.3,88.2
2026-03-17,ACC014,45,9737,474,0.0465,54.2,48,3445,1,60017,41981,93.0,12.2,72.1
2026-03-17,ACC015,23,5136,10,0.002,49.5,27,1525,0,1526,23981,99,5.4,73.1
2026-03-17,ACC016,10,2689,212,0.0733,78.6,16,741,5,31542,8478,69.7,17.3,65.3
2026-03-17,ACC017,6,904,42,0.0446,62.3,13,209,0,2875,1579,85.9,11.6,79.1
2026-03-17,ACC018,6,1358,35,0.0258,42.6,24,141,1,2156,722,88.9,7.7,89.2
2026-03-17,ACC019,13,2619,197,0.07,82.4,22,644,2,19580,6061,74.9,13.9,63.3
2026-03-17,ACC020,7,1509,65,0.0418,58.0,18,814,4,5129,4181,76.6,14.1,68.2
2026-03-17,ACC021,49,11426,455,0.0383,58.5,35,3112,2,80114,44041,85.8,9.0,67.1
2026-03-17,ACC022,26,5814,169,0.0284,44.0,37,1037,2,23146,10284,89.9,11.7,73.1
2026-03-17,ACC023,49,9774,502,0.0489,58.7,38,2724,4,85887,32839,77.8,12.3,67.6
2026-03-17,ACC024,16,2172,6,0.0032,47.1,15,433,1,3218,6614,94.4,5.5,82.9
2026-03-17,ACC025,9,2089,113,0.0515,72.0,7,369,4,17975,4219,74.9,16.1,71.4
2026-03-17,ACC026,15,2278,67,0.0288,55.2,23,581,3,11492,6215,86.1,11.3,70.9
2026-03-17,ACC027,30,6242,310,0.0473,61.3,32,1820,4,39632,16195,69.0,17.3,73.6
2026-03-17,ACC028,48,11803,526,0.0427,55.0,49,1679,2,77568,20555,88.0,13.6,66.2
2026-03-17,ACC029,9,2436,11,0.0046,51.3,8,1315,0,1349,16740,94.8,2.2,83.2
2026-03-17,ACC030,29,5370,24,0.0046,61.3,31,214,1,10071,3654,91.1,7.0,78.0
2026-03-17,ACC031,11,1270,2,0.002,29.9,16,296,0,112,1377,91.8,4.9,77.7
2026-03-17,ACC032,29,5113,84,0.0163,52.4,23,925,0,10912,12843,94.4,4.4,78.0
2026-03-17,ACC033,11,1047,2,0.002,69.5,14,341,0,107,1848,89.3,1,83.1
2026-03-17,ACC034,11,890,41,0.0447,51.6,28,153,1,3048,1071,89.1,9.9,73.8
2026-03-17,ACC035,24,6339,27,0.0043,51.0,25,1782,0,2710,18758,99,2.3,79.4
2026-03-17,ACC036,17,2241,102,0.0439,62.0,26,495,0,11145,5941,79.9,7.6,66.1
2026-03-17,ACC037,13,2906,179,0.0583,85.0,18,939,6,29004,9862,65.4,16.6,67.8
2026-03-17,ACC038,8,778,30,0.0382,67.6,15,187,1,3862,2170,86.6,9.7,86.9
2026-03-17,ACC039,27,5052,270,0.0508,75.6,34,1697,3,44385,21920,83.7,15.4,60.2
2026-03-17,ACC040,32,5211,105,0.0198,57.1,46,655,0,15431,10371,97.8,7.8,81.7
2026-03-17,ACC041,16,2361,96,0.0392,65.0,24,94,2,17022,1347,84.4,9.9,76.8
2026-03-17,ACC042,14,2345,125,0.0507,77.3,19,603,3,12051,4566,79.9,14.0,74.1
2026-03-17,ACC043,31,5460,10,0.002,70.1,27,525,2,11048,6979,95.1,4.9,81.2
2026-03-17,ACC044,27,5305,10,0.002,38.8,33,810,0,1030,8323,93.2,2.2,84.2
2026-03-17,ACC045,47,11030,22,0.002,53.2,48,441,0,2188,4631,97.5,3.6,96.7
2026-03-18,ACC001,13,2852,151,0.0503,62.4,21,388,0,16087,4603,82.9,5.9,72.2
2026-03-18,ACC002,42,9819,442,0.0431,55.3,41,3355,1,77693,56050,79.9,9.6,77.7
2026-03-18,ACC003,2,1133,16,0.0139,63.5,10,510,2,2227,3781,86.4,10.7,91.9
2026-03-18,ACC004,52,9106,18,0.002,41.3,45,2940,2,24363,51675,90.9,7.0,78.6
2026-03-18,ACC005,16,2392,87,0.0353,67.1,14,269,1,9553,2685,85.3,7.7,77.8
2026-03-18,ACC006,16,2311,27,0.0117,40.4,15,92,1,3682,827,93.5,5.6,80.7
2026-03-18,ACC007,48,9460,885,0.0856,93.0,46,2345,5,146042,31699,68.7,17.6,61.3
2026-03-18,ACC008,20,2146,4,0.002,51.8,30,85,0,648,1358,95.2,1.9,77.1
2026-03-18,ACC009,3,1169,2,0.002,39.4,3,393,0,124,2208,98.6,6.0,76.7
2026-03-18,ACC010,27,5553,53,0.0096,44.6,25,287,0,5891,3358,97.5,3.1,75.7
2026-03-18,ACC011,29,5867,75,0.0127,58.7,36,1831,0,7753,20121,92.1,4.1,83.5
2026-03-18,ACC012,5,1431,4,0.0034,36.5,15,102,0,182,399,95.6,1.2,67.6
2026-03-18,ACC013,7,1241,2,0.002,57.2,10,472,1,561,2495,96.3,7.9,88.9
2026-03-18,ACC014,43,8985,166,0.0182,63.9,51,3756,0,20365,49602,88.7,6.7,76.3
2026-03-18,ACC015,20,5334,10,0.002,39.9,16,1602,0,1526,24257,94.2,3.2,79.4
2026-03-18,ACC016,10,2579,170,0.0619,63.0,21,756,1,20050,9018,80.9,8.5,73.1
2026-03-18,ACC017,11,751,38,0.0485,54.8,20,212,0,3129,1928,90.6,9.6,75.6
2026-03-18,ACC018,7,1354,67,0.0477,74.0,13,238,0,3131,1222,82.3,10.2,84.4
2026-03-18,ACC019,15,2969,156,0.0501,77.7,35,859,5,19871,7131,71.0,13.4,75.8
2026-03-18,ACC020,11,1327,68,0.0488,52.1,20,716,0,3574,4182,86.4,8.7,68.9
2026-03-18,ACC021,47,10559,477,0.0433,46.3,49,3248,1,76860,49740,85.7,5.2,65.7
2026-03-18,ACC022,25,5388,51,0.0094,37.3,20,802,0,5140,8583,96.7,9.3,86.8
2026-03-18,ACC023,49,8930,458,0.0488,82.5,48,2794,2,70046,36866,80.3,8.1,69.7
2026-03-18,ACC024,16,2206,4,0.002,47.6,20,348,0,627,5233,93.6,5.4,84.4
2026-03-18,ACC025,7,2006,106,0.0502,75.1,15,510,1,12916,6072,78.5,6.1,76.6
2026-03-18,ACC026,16,2122,66,0.0305,53.7,21,685,1,8642,7866,85.5,7.2,73.3
2026-03-18,ACC027,31,5638,245,0.0418,35.4,39,1490,4,36716,14679,78.7,8.6,79.2
2026-03-18,ACC028,50,10644,393,0.0357,80.8,41,489,1,58311,6639,82.1,6.1,73.7
2026-03-18,ACC029,14,2556,5,0.002,27.5,26,1372,0,586,16645,96.8,4.7,83.3
2026-03-18,ACC030,29,6060,64,0.0105,33.2,27,242,0,9063,3662,97.4,7.1,64.2
2026-03-18,ACC031,6,1197,2,0.002,35.8,16,234,1,505,1155,99,2.7,71.3
2026-03-18,ACC032,26,5636,17,0.0031,40.5,24,863,2,11566,10870,91.8,5.8,76.0
2026-03-18,ACC033,10,937,1,0.002,22.6,12,265,0,107,1605,94.2,3.6,68.0
2026-03-18,ACC034,8,874,52,0.0562,54.7,6,142,3,4553,1012,79.0,15.2,70.8
2026-03-18,ACC035,25,6175,109,0.0175,39.8,25,1776,0,11005,19191,94.7,5.1,83.4
2026-03-18,ACC036,16,1973,77,0.038,61.0,20,464,1,11438,6325,92.4,9.0,75.7
2026-03-18,ACC037,8,2646,140,0.0505,76.9,19,875,2,18637,10093,81.3,8.7,80.8
2026-03-18,ACC038,9,733,28,0.0377,59.2,8,267,1,3819,3288,86.9,8.7,76.9
2026-03-18,ACC039,28,5836,382,0.0615,56.6,30,1557,4,55319,17410,67.8,15.7,62.6
2026-03-18,ACC040,30,5685,123,0.0213,48.9,24,450,0,16608,6531,93.5,6.7,69.8
2026-03-18,ACC041,11,2462,104,0.0409,70.5,16,98,0,13056,1347,88.6,8.7,74.7
2026-03-18,ACC042,9,2422,24,0.0098,57.8,13,534,2,4015,3915,89.0,6.7,85.4
2026-03-18,ACC043,30,5241,21,0.0042,72.8,21,752,0,2845,10414,95.9,2.7,79.4
2026-03-18,ACC044,32,5386,10,0.002,37.5,25,1361,1,4664,13774,91.8,7.4,82.1
2026-03-18,ACC045,49,12399,24,0.002,41.7,45,495,0,2188,4624,99,3.0,86.3
2026-03-19,ACC001,16,2259,108,0.0459,66.4,14,219,4,23700,3280,74.4,14.4,70.9
2026-03-19,ACC002,42,11482,595,0.0493,56.0,45,3801,0,76361,54303,87.4,5.7,72.6
2026-03-19,ACC003,7,1093,13,0.0118,41.8,20,451,0,934,3466,95.0,3.8,78.4
2026-03-19,ACC004,48,10018,20,0.002,38.7,34,3169,1,13693,50629,92.8,5.2,65.8
2026-03-19,ACC005,14,2290,43,0.0188,46.5,15,342,1,5828,3565,87.0,8.8,78.3
2026-03-19,ACC006,16,2190,31,0.0142,60.2,15,151,2,5555,1432,86.6,8.2,82.3
2026-03-19,ACC007,46,10244,915,0.082,71.4,43,2785,3,124615,34765,73.6,15.6,71.9
2026-03-19,ACC008,16,2199,9,0.0041,28.0,18,147,1,3613,2292,92.9,1.4,76.8
2026-03-19,ACC009,4,1015,2,0.002,25.7,13,228,0,124,1475,99,6.5,69.8
